logged_at,event_type,shop_id,shop_name,actor_user_id,actor_name,invoice_id,invoice_number,source,product_id,product_name_snapshot,barcode,quantity,unit_price,line_total,invoice_total,payment_mode,payment_details
2026-07-17T14:55:38+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-17T14:55:38+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000001,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-17T14:55:45+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-17T14:55:58+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000003,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-17T14:56:03+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-17T14:56:03+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,upi,"[{""amount"": ""100.00"", ""mode"": ""upi""}]"
2026-07-17T14:56:09+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-17T14:56:15+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-17T14:56:15+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-17T14:56:21+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
