logged_at,event_type,shop_id,shop_name,actor_user_id,actor_name,invoice_id,invoice_number,source,product_id,product_name_snapshot,barcode,quantity,unit_price,line_total,invoice_total,payment_mode,payment_details
2026-07-15T20:02:17+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:02:19+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000001,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-15T20:02:25+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:02:39+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000003,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:02:44+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:02:44+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,upi,"[{""amount"": ""100.00"", ""mode"": ""upi""}]"
2026-07-15T20:02:51+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:02:59+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:02:59+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:03:06+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:03:14+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000015,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:03:20+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000101,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:03:21+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000101,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-15T20:03:27+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000102,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:03:28+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000102,1,100.00,100.00,100.00,card,"[{""amount"": ""100.00"", ""mode"": ""card""}]"
2026-07-15T20:03:34+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000103,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:03:34+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000103,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-15T20:03:41+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000104,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:03:42+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000104,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-15T20:03:48+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000105,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:03:49+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000105,1,100.00,100.00,100.00,upi,"[{""amount"": ""100.00"", ""mode"": ""upi""}]"
2026-07-15T20:04:00+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000007,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:04:08+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:04:31+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:04:31+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000001,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-15T20:04:38+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:04:53+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000003,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:04:59+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:00+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,upi,"[{""amount"": ""100.00"", ""mode"": ""upi""}]"
2026-07-15T20:05:06+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:13+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:13+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:20+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:27+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000015,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:34+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000101,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:35+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000101,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-15T20:05:41+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000102,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:42+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000102,1,100.00,100.00,100.00,card,"[{""amount"": ""100.00"", ""mode"": ""card""}]"
2026-07-15T20:05:48+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000103,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:49+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000103,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-15T20:05:56+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000104,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:05:56+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000104,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-15T20:06:03+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000105,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:06:04+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000105,1,100.00,100.00,100.00,upi,"[{""amount"": ""100.00"", ""mode"": ""upi""}]"
2026-07-15T20:06:15+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000007,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:06:23+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000008,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:06:30+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000009,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:06:37+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000010,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:06:44+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000011,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:06:51+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000013,1,100.00,100.00,100.00,card,"[{""amount"": ""100.00"", ""mode"": ""card""}]"
2026-07-15T20:06:58+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000012,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:07:54+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000001,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:07:55+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000001,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
2026-07-15T20:08:01+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000002,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:08:16+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000003,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:08:22+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:08:23+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000004,1,100.00,100.00,100.00,upi,"[{""amount"": ""100.00"", ""mode"": ""upi""}]"
2026-07-15T20:08:29+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000005,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:08:36+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:08:36+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000006,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:08:43+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000014,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:08:50+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000015,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:08:57+05:30,invoice.finalized,1,Shop One,3,Cashier One,1,1,checkout,1,X 750ml,8903000000101,1,100.00,100.00,100.00,cash,"[{""amount"": ""100.00"", ""mode"": ""cash""}]"
2026-07-15T20:08:58+05:30,invoice.finalized,1,Shop One,3,Cashier One,2,2,checkout,1,X 750ml,8903000000101,2,100.00,200.00,200.00,upi,"[{""amount"": ""200.00"", ""mode"": ""upi""}]"
