logged_at,event_type,shop_id,shop_name,actor_user_id,actor_name,lot_id,reference,notes,product_id,product_name_snapshot,barcode,quantity,current_price,row_total
2026-07-13T14:04:00+05:30,lot.received,1,Shop S1,4,receiver swain,11,,,3,Ambipur Lavendar 275ml,4987176236340,10,270.00,2700.00
2026-07-13T14:04:00+05:30,lot.received,1,Shop S1,4,receiver swain,11,,,1,Paper Boat - Pomogranate 270ml,8906080603914,25,20.00,500.00
2026-07-13T14:04:00+05:30,lot.received,1,Shop S1,4,receiver swain,11,,,2,Paper Boat - Coconut 270ml,8906080604690,30,20.00,600.00
2026-07-13T14:10:33+05:30,lot.received,1,Shop S1,4,receiver swain,12,,,8,Fevicol MR Tube 105,8901860630500,100,,
2026-07-13T21:48:24+05:30,lot.received,1,Shop One,2,Receiver One,1,3,Heritage Supply,21ABCDE1234F1Z5,2026-07-13,A-1,100.00,,,1,Retail 750ml,8999999999991,2,2,0,100.00,200.00
2026-07-13T21:49:15+05:30,lot.received,1,Shop One,2,Receiver One,1,3,Acme Distributors,21ABCDE1234F1Z5,2026-07-13,INV-99,1234.50,,,1,Gold Label 750ml,8911111111111,10,8,2,100.00,1000.00
2026-07-13T21:52:30+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,INV-2026-001,Friday morning delivery,1,Test 750ml,8901234567890,12,12,0,100.00,1200.00
2026-07-13T21:52:38+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Royal Stag 750ml,8900000000001,6,6,0,100.00,600.00
2026-07-13T21:52:38+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,2,Blenders Pride 750ml,8900000000002,3,3,0,100.00,300.00
2026-07-13T21:52:38+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,3,Kingfisher 750ml,8900000000003,24,24,0,100.00,2400.00
2026-07-13T21:52:50+05:30,lot.received,1,Shop One,1,Owner One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000004,1,1,0,100.00,100.00
2026-07-13T21:53:22+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000008,4,4,0,100.00,400.00
2026-07-13T21:53:30+05:30,lot.received,1,Shop One,2,Receiver One,1,3,Acme Distributors,21ABCDE1234F1Z5,2026-07-13,INV-99,1234.50,,,1,Gold Label 750ml,8911111111111,10,8,2,100.00,1000.00
2026-07-13T21:53:38+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000009,7,7,0,100.00,700.00
2026-07-13T21:53:38+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,2,B 750ml,8900000000010,2,2,0,100.00,200.00
2026-07-13T21:53:46+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,FIRST,,1,Test 750ml,8900000000011,1,1,0,100.00,100.00
2026-07-13T21:53:47+05:30,lot.received,1,Shop One,2,Receiver One,2,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,SECOND,,2,Test 750ml,8900000000012,1,1,0,100.00,100.00
2026-07-13T21:53:55+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8900000000013,3,3,0,100.00,300.00
2026-07-13T21:55:01+05:30,lot.received,1,Shop One,2,Receiver One,1,3,Heritage Supply,21ABCDE1234F1Z5,2026-07-13,A-1,100.00,,,1,Retail 750ml,8999999999991,2,2,0,100.00,200.00
2026-07-13T22:01:08+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000001,5,5,0,100.00,500.00
2026-07-13T22:01:18+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000002,5,5,0,100.00,500.00
2026-07-13T22:01:18+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,2,Test 750ml,8901000000003,5,5,0,250.00,1250.00
2026-07-13T22:01:29+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000004,5,5,0,500.00,2500.00
2026-07-13T22:01:40+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000005,5,5,0,100.00,500.00
2026-07-13T22:01:50+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000006,3,3,0,100.00,300.00
2026-07-13T22:02:00+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000007,5,5,0,100.00,500.00
2026-07-13T22:02:10+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000008,5,5,0,100.00,500.00
2026-07-13T22:02:22+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000009,5,5,0,100.00,500.00
2026-07-13T22:02:31+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000010,1,1,0,100.00,100.00
2026-07-13T22:02:49+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000011,5,5,0,50.00,250.00
2026-07-13T22:02:59+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000012,5,5,0,100.00,500.00
2026-07-13T22:03:11+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000013,5,5,0,100.00,500.00
2026-07-13T22:03:22+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000016,5,5,0,100.00,500.00
2026-07-13T22:03:33+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000014,5,5,0,100.00,500.00
2026-07-13T22:04:24+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000001,5,5,0,100.00,500.00
2026-07-13T22:04:35+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000002,5,5,0,100.00,500.00
2026-07-13T22:04:35+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,2,Test 750ml,8901000000003,5,5,0,250.00,1250.00
2026-07-13T22:04:45+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000004,5,5,0,500.00,2500.00
2026-07-13T22:04:56+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000005,5,5,0,100.00,500.00
2026-07-13T22:05:06+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000006,3,3,0,100.00,300.00
2026-07-13T22:05:16+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000007,5,5,0,100.00,500.00
2026-07-13T22:05:25+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000008,5,5,0,100.00,500.00
2026-07-13T22:05:36+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000009,5,5,0,100.00,500.00
2026-07-13T22:05:45+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000010,1,1,0,100.00,100.00
2026-07-13T22:06:04+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000011,5,5,0,50.00,250.00
2026-07-13T22:06:15+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000012,5,5,0,100.00,500.00
2026-07-13T22:06:25+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000013,5,5,0,100.00,500.00
2026-07-13T22:06:36+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000016,5,5,0,100.00,500.00
2026-07-13T22:06:47+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000014,5,5,0,100.00,500.00
2026-07-13T22:09:33+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000001,5,5,0,100.00,500.00
2026-07-13T22:09:43+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000002,5,5,0,100.00,500.00
2026-07-13T22:09:43+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,2,Test 750ml,8901000000003,5,5,0,250.00,1250.00
2026-07-13T22:09:53+05:30,lot.received,1,Shop One,2,Receiver One,1,1,Vendor One,,2026-07-13,TEST-INVOICE,0.00,,,1,Test 750ml,8901000000004,5,5,0,500.00,2500.00
